,id,quantity,name,price,fs_receipt_id,fs_receipt_issue_date,org_id,org_ico,org_dic,org_building_number,org_country,org_ic_dph,org_municipality,org_postal_code,org_name,org_street_name,unit_id,unit_building_number,unit_country,unit_municipality,unit_postal_code,unit_property_registration_number,unit_street_name,unit_name,ai_name_without_brand_and_quantity,ai_name_in_english_without_brand_and_quantity,ai_brand,ai_category,ai_quantity_value,ai_quantity_unit,unit_latitude,unit_longitude
10,1202,3.0,Rebrá v BBQ,9.9,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Rebrá v BBQ,Ribs in BBQ,,Food,,,48.2795206,17.0487959
11,1201,1.0,"Bakalář nealko 0,5l",1.5,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Nealkoholické Pivo,Non-Alcoholic Beer,Bakalář,Beer,0.5,l,48.2795206,17.0487959
12,1200,1.0,"Kofola originál 0,5l",1.2,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Originál nealko nápoj,Original Soft Drink,Kofola,Non-Alcoholic Drinks,0.5,L,48.2795206,17.0487959
13,1210,1.0,"Svijany 11  0,3l",1.1,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Pivo,Beer,Svijany,Beverage,0.3,l,48.2795206,17.0487959
14,1209,1.0,"Felber radler citrón 0,0 ",1.5,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Radler Citrón,Radler Lemon,Felber,Beer,0.0,L,48.2795206,17.0487959
15,1208,1.0,Kapustnica s hribami,3.7,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Kapustnica s hribami,Cabbage Soup with Mushrooms,,Soup,,,48.2795206,17.0487959
16,1207,1.0,Domáce zemiakové gule,6.5,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Zemiakové gule,Potato Dumplings,,Instant Food,,,48.2795206,17.0487959
17,1199,1.0,"Domáci Radler 0,5l",2.1,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Domáci Radler,Homemade Radler,,Beer,0.5,l,48.2795206,17.0487959
18,1203,2.0,Cézar šalát ,8.9,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Cézar šalát,Caesar Salad,,Salad,,,48.2795206,17.0487959
19,1204,1.0,Bryndzové halušky,7.3,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Halušky,Dumplings,,Food,,,48.2795206,17.0487959
20,1198,4.0,"Svijany 11  0,5l",1.6,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Světlý Ležák,Lager Beer,Svijany,Beverages,0.5,L,48.2795206,17.0487959
21,1205,3.0,Palacinky nutella/džem ,3.9,70,2022-06-03 19:25:42.000000 +00:00,30,45670285,2023076539,,Slovensko,SK2023076539,Borinka,,ŠmakNinka s. r. o.,Borinka,34,66,Slovensko,Stupava,90031,1555,Nová,,Palacinky s Nutellou alebo Džemom,Pancakes with Nutella or Jam,,Instant Food,,,48.2795206,17.0487959
22,1144,1.0,OKULIARE            ,10.95,58,2022-06-04 17:33:11.000000 +00:00,23,36779644,2022395078,,Slovensko,SK2022395078,Bratislava - mestská časť Petržalka,,"Inditex Slovakia, s. r. o.",Einsteinova,27,,Slovensko,Bratislava,82109,3,Mlynské nivy,,Okuliare,Glasses,,Accessories,,,48.1466793,17.1236678
23,1145,2.0,TRIČKO              ,12.95,58,2022-06-04 17:33:11.000000 +00:00,23,36779644,2022395078,,Slovensko,SK2022395078,Bratislava - mestská časť Petržalka,,"Inditex Slovakia, s. r. o.",Einsteinova,27,,Slovensko,Bratislava,82109,3,Mlynské nivy,,Tričko,T-shirt,,Clothing,,,48.1466793,17.1236678
24,1143,1.0,PLAVKY              ,9.95,58,2022-06-04 17:33:11.000000 +00:00,23,36779644,2022395078,,Slovensko,SK2022395078,Bratislava - mestská časť Petržalka,,"Inditex Slovakia, s. r. o.",Einsteinova,27,,Slovensko,Bratislava,82109,3,Mlynské nivy,,Plavky,Swimsuit,,Clothing,,,48.1466793,17.1236678
25,1195,1.0,5904248328795 OBUV CP40-MB520(IV)CH,11.99,69,2022-06-08 10:57:01.000000 +00:00,24,46509500,2023414492,,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,,"CCC Slovakia, s. r. o.",Ivanská cesta,28,,Slovensko,Bratislava,82108,6,Metodova,,Obuv,Footwear,OBUV,Footwear,,,48.1570204,17.1295242
26,1196,1.0,5904248675592 OBUV CI12-2625-27(IV)CH,34.99,69,2022-06-08 10:57:01.000000 +00:00,24,46509500,2023414492,,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,,"CCC Slovakia, s. r. o.",Ivanská cesta,28,,Slovensko,Bratislava,82108,6,Metodova,,Obuv,Shoes,OBUV,Footwear,,,48.1570204,17.1295242
27,1194,1.0,3-22-12-1010-8 34.0 ,29.95,68,2022-09-05 15:52:48.000000 +00:00,28,35832932,2020215912,,Slovensko,SK2020215912,Bratislava - mestská časť Petržalka,,Leder & Schuh SK spol. s r.o.,Einsteinova,33,,Slovensko,Bratislava,82109,16,Mlynské Nivy,,,,,Beer,,,48.1458877,17.1272274
28,4512,4.0,Kladivo 200g,3.9,499,2023-02-17 12:57:18.000000 +00:00,158,46748598,1043313326,1,Slovensko,SK1043313326,Stupava,,Martin Hűbler - ŽELEZIARSTVO BIZAM,Okružná,197,,,,,,,,Kladivo,Hammer,,Tools,200.0,g,34.220389,70.3800314
29,4511,1.0,Zámok visiaci YALE YP2/23/128/1R,6.9,499,2023-02-17 12:57:18.000000 +00:00,158,46748598,1043313326,1,Slovensko,SK1043313326,Stupava,,Martin Hűbler - ŽELEZIARSTVO BIZAM,Okružná,197,,,,,,,,Visiaci zámok,Padlock,YALE,Lock,,,34.220389,70.3800314
30,4510,1.0,107003981000002 Tajomná schránka ornamen,11.99,498,2023-02-18 11:53:14.000000 +00:00,45,36008303,2020451268,22,Slovensko,SK2020451268,Žilina,,"ALBI, s.r.o.",Oravská ulica,51,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Tajomná schránka ornament,Mysterious Box Ornament,,Snacks,,,48.1466793,17.1236678
31,2104,1.0,Cappuccino,2.8,181,2023-03-26 14:48:29.000000 +00:00,72,51850796,2120833561,,Slovensko,SK2120833561,Malacky,,DEWITT s.r.o.,Pezinská,80,,Slovensko,Rusovce,85110,,Balkánska,,Cappuccino,Cappuccino,,Coffee,,,34.220389,70.3800314
32,2105,1.0,"Hibiscus 0,33l",2.5,181,2023-03-26 14:48:29.000000 +00:00,72,51850796,2120833561,,Slovensko,SK2120833561,Malacky,,DEWITT s.r.o.,Pezinská,80,,Slovensko,Rusovce,85110,,Balkánska,,Hibiscus,Hibiscus,,Tea,0.33,l,34.220389,70.3800314
33,2103,1.0,Káva espresso,2.2,181,2023-03-26 14:48:29.000000 +00:00,72,51850796,2120833561,,Slovensko,SK2120833561,Malacky,,DEWITT s.r.o.,Pezinská,80,,Slovensko,Rusovce,85110,,Balkánska,,Káva espresso,Espresso Coffee,,Coffee,,,34.220389,70.3800314
34,1607,2.0,"Hami Brok, morč., cuketa 25             ",1.95,126,2023-04-16 13:28:36.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,"Brokolica, Morčacie, Cuketa","Broccoli, Turkey, Zucchini",Hami,Baby Food,,,48.1462159,17.1300312
35,1606,1.0,BioSaurus kukur. snack 50g              ,0.95,126,2023-04-16 13:28:36.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Kukuricový Snack,Corn Snack,BioSaurus,Snack,50.0,g,48.1462159,17.1300312
36,1609,1.0,Hami zelen.príkrm 250g                  ,1.95,126,2023-04-16 13:28:36.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Zeleninový príkrm,Green Vegetable Puree,Hami,Baby Food,250.0,g,48.1462159,17.1300312
37,1608,1.0,dmBio špaldové praclíky 125             ,1.65,126,2023-04-16 13:28:36.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Špaldové praclíky,Spelt Pretzels,dmBio,Snacks,125.0,g,48.1462159,17.1300312
38,1605,1.0,N.A! tortilla čipsy 80g                 ,1.95,126,2023-04-16 13:28:36.000000 +00:00,16,31393781,2020354534,,Slovensko,SK2020354534,Bratislava - mestská časť Rača,,"dm drogerie markt, s.r.o.",Na pántoch,49,,Slovensko,Bratislava,81109,5,Mlynské Nivy,,Tortilla čipsy,Tortilla Chips,N.A!,Snacks,80.0,g,48.1462159,17.1300312
39,774,1.0,RTG snímka extraorálna ortopantomogram,15.0,40,2023-05-12 09:02:14.000000 +00:00,14,44431198,2022705586,,Slovensko,,Bratislava - mestská časť Staré Mesto,,"3S DENT, s. r. o.",Klemensova,17,,Slovensko,Bratislava,83104,110,Šancová,,RTG snímka ortopantomogram,X-ray Orthopantomogram,,Medical Imaging,,,48.1575286,17.1248604
40,775,1.0,L16 RTG snímka intraorálna,9.0,40,2023-05-12 09:02:14.000000 +00:00,14,44431198,2022705586,,Slovensko,,Bratislava - mestská časť Staré Mesto,,"3S DENT, s. r. o.",Klemensova,17,,Slovensko,Bratislava,83104,110,Šancová,,Intraorálna snímka,Intraoral X-ray,,Health,,,48.1575286,17.1248604
41,776,1.0,L26 RTG snímka intraorálna,9.0,40,2023-05-12 09:02:14.000000 +00:00,14,44431198,2022705586,,Slovensko,,Bratislava - mestská časť Staré Mesto,,"3S DENT, s. r. o.",Klemensova,17,,Slovensko,Bratislava,83104,110,Šancová,,RTG snímka intraorálna,Intraoral X-ray,,Medical Supplies,,,48.1575286,17.1248604
42,777,1.0,Dentalna hygiena NS ind.,52.0,41,2023-05-15 12:08:16.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,18,,Slovensko,Bratislava - mestská časť Petržalka,85102,12,Ambroseho,,Dentálna hygiena,Dental Hygiene,,Pet Care,,,,
43,1013,1.0,BASIC Radlinského,49.0,47,2023-06-01 10:32:41.000000 +00:00,15,52967271,2121288488,,Slovensko,SK2121288488,Bratislava - mestská časť Staré Mesto,,Patient Management Services s. r. o.,Radlinského,19,,Slovensko,Bratislava,81107,27,Radlinského,,Radlinského,Radlinského,,Pastry,,,48.1526134,17.1177483
44,4297,1.0,"104944 Útok Creepera                   
",9.49,468,2023-06-02 10:16:45.000000 +00:00,10,31569323,2020466987,,Slovensko,SK2020466987,Prievidza,,"ALLTOYS, spol. s r.o.",Ciglianska cesta,13,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Útok Creepera,,,home/maintenance,,,48.1466793,17.1236678
45,764,1.0,Supressia,2.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,,,,drinks/non-alcoholic,,,48.1263382,17.0972797
46,765,1.0,Epidem. rezim NS,5.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Epidemický režim,Epidemic Regime,,Juice,,,48.1263382,17.0972797
47,767,1.0,Conditibus compl.ind.,15.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Kompletné podmienky,Complete Conditions,,Health,,,48.1263382,17.0972797
48,768,1.0,Analyza fotodok.indiv.,8.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Analýza fotodokumentácie,Photo Documentation Analysis,,home/office,,,48.1263382,17.0972797
49,769,1.0,Anal.fotodok.indiv.OPG,10.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Panoramatic X-ray,Panoramic X-ray,,health,,,48.1263382,17.0972797
50,770,1.0,Barier.op.pri prep.NS ind.,7.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Bariera pre Prípravu,Barrier for Preparation,,Home Maintenance,,,48.1263382,17.0972797
51,771,1.0,Liner ind. NS,8.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Liner,,,drinks/non-alcoholic,,,48.1263382,17.0972797
52,772,1.0,Rekon. zuba nads. FK mol,76.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,,,,Dental Service,,,48.1263382,17.0972797
53,766,1.0,Ind.jednoraz.sp.mat.NS,5.0,38,2023-06-07 09:07:41.000000 +00:00,12,46206965,2023286452,12,Slovensko,,Bratislava - mestská časť Petržalka,,1. DENTÁLNE CENTRUM s. r. o.,Ambroseho,15,,Slovensko,Bratislava,85101,12,Záporožská,,Jednorazové zdravotnícke potreby,Medical Supplies,,Basic,,,48.1263382,17.0972797
54,11074,1.0,COOP DP VREC ODP 30l 20ks,1.69,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Vrecká s odťahovacou šnúrkou,Trash Bags with Drawstring,COOP,Home Maintenance,30.0,L,,
55,11076,10.0,PEC*ROZOK 50g,0.1399999999999999,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Rožok,Roll,,Pastry,50.0,g,,
56,11077,1.0,MASLO TRADICNE KOLIB 250g,1.79,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Tradičné Maslo,Traditional Butter,,Dairy,250.0,g,,
57,11080,1.0,OZ UHORKA ks,0.65,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Uhorka,Cucumber,,Vegetable,1.0,ks,,
58,11079,1.0,OZ REDKOVKA ZVAZOK,0.95,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Redkvičky,Radishes,,Vegetables,,,,
59,11078,1.0,OZ BROSKYNA 500g,1.89,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Broskyňa,Peach,,Canned Fruits,500.0,g,,
60,11081,0.99,OZ BANANY,0.98989898989899,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Banány,Bananas,,Fruit,,,,
61,11073,1.0,COOP CUK CERVIKY 100g,0.95,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Cuk Cerviky,Cooked Sausages,COOP,Meat Products,100.0,kg,,
62,11075,1.0,SUS PISKOTY MINI 120g,0.95,1349,2023-06-26 10:06:00.000000 +00:00,22,168882,2020401262,,Slovensko,SK2020401262,Nové Zámky,,"COOP Jednota Nové Zámky, spotrebné družstvo",Hlavné nám.,56,,Slovensko,Bratislava,82109,7-8,"Prev.č.518, Dulovo nám.",,Mini Piškóty,Mini Sponge Cakes,SUS,Sweet Snacks,120.0,g,,
63,2643,1.0,NUROFEN SIRUP 2% 100ML POMARANC,6.34,270,2023-06-26 10:13:32.000000 +00:00,19,47205083,2023803452,1,Slovensko,SK2023803452,Bratislava - mestská časť Dúbravka,,EFLEK s. r. o.,Plachého,24,56,Slovensko,Bratislava,82108,,Košická,,Pomarančový Sirup,Orange Syrup,Nurofen,Medicine,100.0,ml,34.220389,70.3800314
64,2645,1.0,FENISTIL GEL 50 g ,13.29,270,2023-06-26 10:13:32.000000 +00:00,19,47205083,2023803452,1,Slovensko,SK2023803452,Bratislava - mestská časť Dúbravka,,EFLEK s. r. o.,Plachého,24,56,Slovensko,Bratislava,82108,,Košická,,Gel,Gel,Fenistil,Health,50.0,g,34.220389,70.3800314
65,2644,1.0,DIFFUSIL REPELENT PLUS 16% (rep!!) 100ml,4.09,270,2023-06-26 10:13:32.000000 +00:00,19,47205083,2023803452,1,Slovensko,SK2023803452,Bratislava - mestská časť Dúbravka,,EFLEK s. r. o.,Plachého,24,56,Slovensko,Bratislava,82108,,Košická,,Repelent PLUS 16%,Repellent PLUS 16%,DIFFUSIL,Home Maintenance,100.0,ml,34.220389,70.3800314
66,2153,1.0,5904862542003 OBUV CP40-SC2116,22.99,193,2023-06-27 17:37:23.000000 +00:00,24,46509500,2023414492,,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,,"CCC Slovakia, s. r. o.",Ivanská cesta,28,,Slovensko,Bratislava,82108,6,Metodova,,,,,Auto Care,,,48.1570204,17.1295242
67,2154,1.0,5903698684512 OBUV CI12-2625-26(IV)CH,10.49,193,2023-06-27 17:37:23.000000 +00:00,24,46509500,2023414492,,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,,"CCC Slovakia, s. r. o.",Ivanská cesta,28,,Slovensko,Bratislava,82108,6,Metodova,,,,,Footwear,,,48.1570204,17.1295242
68,2152,1.0,5904862611518 OBUV MC-XX80,26.99,193,2023-06-27 17:37:23.000000 +00:00,24,46509500,2023414492,,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,,"CCC Slovakia, s. r. o.",Ivanská cesta,28,,Slovensko,Bratislava,82108,6,Metodova,,Obuv,Footwear,,Footwear,,,48.1570204,17.1295242
69,2554,2.0,Mozartove gule      ,1.99,254,2023-06-28 10:52:33.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Mozartove gule,Mozart Balls,,Confectionery,,,48.1466793,17.1236678
70,2555,4.0,Raffaelo            ,4.99,254,2023-06-28 10:52:33.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Kokosová cukrovinka,Coconut Confectionery,Raffaelo,Confectionery,,,48.1466793,17.1236678
71,2568,1.0,Ražný chlieb 500g   ,1.19,255,2023-06-28 10:53:49.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Ražný chlieb,Rye Bread,,Bread,500.0,g,48.1466793,17.1236678
72,2562,1.0,Smotan. nát. prír.  ,1.25,255,2023-06-28 10:53:49.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Smotanový Nátierka Prírodná,Natural Cream,,spread,,,48.1466793,17.1236678
73,2574,1.0,Cher.par.stra.600g  ,1.99,255,2023-06-28 10:53:49.000000 +00:00,3,35793783,2020279415,,Slovensko,SK2020279415,Bratislava - mestská časť Ružinov,,"Lidl Slovenská republika, v.o.s.",Ružinovská,10,,Slovensko,Bratislava,82109,3,Mlynské Nivy,,Cherry Tomatoes,Cherry Tomatoes,,Vegetable,600.0,g,48.1466793,17.1236678
