id,quantity,name,price,receipt_id,issue_date,org_id,org_ico,org_dic,org_building_number,country,org_ic_dph,org_municipality,org_postal_code,org_name,org_street_name,unit_id,unit_building_number,unit_country,city,unit_postal_code,unit_property_registration_number,street,unit_name,product_name,product_name_en,brand,category,quantity_value,quantity_unit,latitude,longitude,month,year,month_year,weekday,receipt_price,is_luxury,is_bio,is_eco,main_category
1210,1.0,"Svijany 11  0,3l",1.1,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Pivo,Beer,Svijany,Beverage,0.3,l,48.2795206,17.0487959,6,2022,2022-06,Friday,1.1,0,0,0,Beverages
1209,1.0,"Felber radler citrón 0,0 ",1.5,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Radler Citrón,Radler Lemon,Felber,Beer,0.0,L,48.2795206,17.0487959,6,2022,2022-06,Friday,1.5,0,0,0,Beverages
1208,1.0,Kapustnica s hribami,3.7,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Kapustnica s hribami,Cabbage Soup with Mushrooms,Unknown,Soup,0.0,Unknown,48.2795206,17.0487959,6,2022,2022-06,Friday,3.7,0,0,0,Non-Food & Services
1207,1.0,Domáce zemiakové gule,6.5,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Zemiakové gule,Potato Dumplings,Unknown,Instant Food,0.0,Unknown,48.2795206,17.0487959,6,2022,2022-06,Friday,6.5,0,0,0,Food
1199,1.0,"Domáci Radler 0,5l",2.1,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Domáci Radler,Homemade Radler,Unknown,Beer,0.5,l,48.2795206,17.0487959,6,2022,2022-06,Friday,2.1,0,0,0,Beverages
1203,2.0,Cézar šalát ,8.9,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Cézar šalát,Caesar Salad,Unknown,Salad,0.0,Unknown,48.2795206,17.0487959,6,2022,2022-06,Friday,17.8,0,0,0,Non-Food & Services
1204,1.0,Bryndzové halušky,7.3,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Halušky,Dumplings,Unknown,Food,0.0,Unknown,48.2795206,17.0487959,6,2022,2022-06,Friday,7.3,0,0,0,Food
1198,4.0,"Svijany 11  0,5l",1.6,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Světlý Ležák,Lager Beer,Svijany,Beverages,0.5,L,48.2795206,17.0487959,6,2022,2022-06,Friday,6.4,0,0,0,Beverages
1205,3.0,Palacinky nutella/džem ,3.9,70,2022-06-03 19:25:42,30,45670285,2023076539,Unknown,Slovensko,SK2023076539,Borinka,0.0,ŠmakNinka,Borinka,34,66,Slovensko,Stupava,90031.0,1555,Nová,Unknown,Palacinky s Nutellou alebo Džemom,Pancakes with Nutella or Jam,Unknown,Instant Food,0.0,Unknown,48.2795206,17.0487959,6,2022,2022-06,Friday,11.7,0,0,0,Food
1144,1.0,OKULIARE            ,10.95,58,2022-06-04 17:33:11,23,36779644,2022395078,Unknown,Slovensko,SK2022395078,Bratislava - mestská časť Petržalka,0.0,Inditex,Einsteinova,27,Unknown,Slovensko,Bratislava,82109.0,3,Mlynské nivy,Unknown,Okuliare,Glasses,Unknown,Accessories,0.0,Unknown,48.1466793,17.1236678,6,2022,2022-06,Saturday,10.95,0,0,0,Services & Other
1145,2.0,TRIČKO              ,12.95,58,2022-06-04 17:33:11,23,36779644,2022395078,Unknown,Slovensko,SK2022395078,Bratislava - mestská časť Petržalka,0.0,Inditex,Einsteinova,27,Unknown,Slovensko,Bratislava,82109.0,3,Mlynské nivy,Unknown,Tričko,T-shirt,Unknown,Clothing,0.0,Unknown,48.1466793,17.1236678,6,2022,2022-06,Saturday,25.9,0,0,0,Services & Other
1143,1.0,PLAVKY              ,9.95,58,2022-06-04 17:33:11,23,36779644,2022395078,Unknown,Slovensko,SK2022395078,Bratislava - mestská časť Petržalka,0.0,Inditex,Einsteinova,27,Unknown,Slovensko,Bratislava,82109.0,3,Mlynské nivy,Unknown,Plavky,Swimsuit,Unknown,Clothing,0.0,Unknown,48.1466793,17.1236678,6,2022,2022-06,Saturday,9.95,0,0,0,Services & Other
1195,1.0,5904248328795 OBUV CP40-MB520(IV)CH,11.99,69,2022-06-08 10:57:01,24,46509500,2023414492,Unknown,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,0.0,CCC,Ivanská cesta,28,Unknown,Slovensko,Bratislava,82108.0,6,Metodova,Unknown,Obuv,Footwear,OBUV,Footwear,0.0,Unknown,48.1570204,17.1295242,6,2022,2022-06,Wednesday,11.99,0,0,0,Services & Other
1196,1.0,5904248675592 OBUV CI12-2625-27(IV)CH,34.99,69,2022-06-08 10:57:01,24,46509500,2023414492,Unknown,Slovensko,SK2023414492,Bratislava - mestská časť Ružinov,0.0,CCC,Ivanská cesta,28,Unknown,Slovensko,Bratislava,82108.0,6,Metodova,Unknown,Obuv,Shoes,OBUV,Footwear,0.0,Unknown,48.1570204,17.1295242,6,2022,2022-06,Wednesday,34.99,0,0,0,Services & Other
1194,1.0,3-22-12-1010-8 34.0 ,29.95,68,2022-09-05 15:52:48,28,35832932,2020215912,Unknown,Slovensko,SK2020215912,Bratislava - mestská časť Petržalka,0.0,Leder & Schuh,Einsteinova,33,Unknown,Slovensko,Bratislava,82109.0,16,Mlynské Nivy,Unknown,Unknown,Unknown,Unknown,Beer,0.0,Unknown,48.1458877,17.1272274,9,2022,2022-09,Monday,29.95,0,0,0,Beverages
4512,4.0,Kladivo 200g,3.9,499,2023-02-17 12:57:18,158,46748598,1043313326,1,Slovensko,SK1043313326,Stupava,0.0,Martin Hűbler - ŽELEZIARSTVO BIZAM,Okružná,197,Unknown,Unknown,Stupava,0.0,Unknown,Okružná,Unknown,Kladivo,Hammer,Unknown,Tools,200.0,g,34.220389,70.3800314,2,2023,2023-02,Friday,15.6,0,0,0,Home & Household
4511,1.0,Zámok visiaci YALE YP2/23/128/1R,6.9,499,2023-02-17 12:57:18,158,46748598,1043313326,1,Slovensko,SK1043313326,Stupava,0.0,Martin Hűbler - ŽELEZIARSTVO BIZAM,Okružná,197,Unknown,Unknown,Stupava,0.0,Unknown,Okružná,Unknown,Visiaci zámok,Padlock,YALE,Lock,0.0,Unknown,34.220389,70.3800314,2,2023,2023-02,Friday,6.9,0,0,0,Non-Food & Services
4510,1.0,107003981000002 Tajomná schránka ornamen,11.99,498,2023-02-18 11:53:14,45,36008303,2020451268,22,Slovensko,SK2020451268,Žilina,0.0,ALBI,Oravská ulica,51,Unknown,Slovensko,Bratislava,82109.0,3,Mlynské Nivy,Unknown,Tajomná schránka ornament,Mysterious Box Ornament,Unknown,Snacks,0.0,Unknown,48.1466793,17.1236678,2,2023,2023-02,Saturday,11.99,0,0,0,Food
2104,1.0,Cappuccino,2.8,181,2023-03-26 14:48:29,72,51850796,2120833561,Unknown,Slovensko,SK2120833561,Malacky,0.0,DEWITT,Pezinská,80,Unknown,Slovensko,Rusovce,85110.0,Unknown,Balkánska,Unknown,Cappuccino,Cappuccino,Unknown,Coffee,0.0,Unknown,34.220389,70.3800314,3,2023,2023-03,Sunday,2.8,0,0,0,Beverages
2105,1.0,"Hibiscus 0,33l",2.5,181,2023-03-26 14:48:29,72,51850796,2120833561,Unknown,Slovensko,SK2120833561,Malacky,0.0,DEWITT,Pezinská,80,Unknown,Slovensko,Rusovce,85110.0,Unknown,Balkánska,Unknown,Hibiscus,Hibiscus,Unknown,Tea,0.33,l,34.220389,70.3800314,3,2023,2023-03,Sunday,2.5,0,0,0,Beverages
2103,1.0,Káva espresso,2.2,181,2023-03-26 14:48:29,72,51850796,2120833561,Unknown,Slovensko,SK2120833561,Malacky,0.0,DEWITT,Pezinská,80,Unknown,Slovensko,Rusovce,85110.0,Unknown,Balkánska,Unknown,Káva espresso,Espresso Coffee,Unknown,Coffee,0.0,Unknown,34.220389,70.3800314,3,2023,2023-03,Sunday,2.2,0,0,0,Beverages
1607,2.0,"Hami Brok, morč., cuketa 25             ",1.95,126,2023-04-16 13:28:36,16,31393781,2020354534,Unknown,Slovensko,SK2020354534,Bratislava - mestská časť Rača,0.0,dm drogerie markt,Na pántoch,49,Unknown,Slovensko,Bratislava,81109.0,5,Mlynské Nivy,Unknown,"Brokolica, Morčacie, Cuketa","Broccoli, Turkey, Zucchini",Hami,Baby Food,0.0,Unknown,48.1462159,17.1300312,4,2023,2023-04,Sunday,3.9,0,0,0,Food
1606,1.0,BioSaurus kukur. snack 50g              ,0.95,126,2023-04-16 13:28:36,16,31393781,2020354534,Unknown,Slovensko,SK2020354534,Bratislava - mestská časť Rača,0.0,dm drogerie markt,Na pántoch,49,Unknown,Slovensko,Bratislava,81109.0,5,Mlynské Nivy,Unknown,Kukuricový Snack,Corn Snack,BioSaurus,Snack,50.0,g,48.1462159,17.1300312,4,2023,2023-04,Sunday,0.95,0,1,0,Food
1609,1.0,Hami zelen.príkrm 250g                  ,1.95,126,2023-04-16 13:28:36,16,31393781,2020354534,Unknown,Slovensko,SK2020354534,Bratislava - mestská časť Rača,0.0,dm drogerie markt,Na pántoch,49,Unknown,Slovensko,Bratislava,81109.0,5,Mlynské Nivy,Unknown,Zeleninový príkrm,Green Vegetable Puree,Hami,Baby Food,250.0,g,48.1462159,17.1300312,4,2023,2023-04,Sunday,1.95,0,0,0,Food
1608,1.0,dmBio špaldové praclíky 125             ,1.65,126,2023-04-16 13:28:36,16,31393781,2020354534,Unknown,Slovensko,SK2020354534,Bratislava - mestská časť Rača,0.0,dm drogerie markt,Na pántoch,49,Unknown,Slovensko,Bratislava,81109.0,5,Mlynské Nivy,Unknown,Špaldové praclíky,Spelt Pretzels,dmBio,Snacks,125.0,g,48.1462159,17.1300312,4,2023,2023-04,Sunday,1.65,0,1,0,Food
1605,1.0,N.A! tortilla čipsy 80g                 ,1.95,126,2023-04-16 13:28:36,16,31393781,2020354534,Unknown,Slovensko,SK2020354534,Bratislava - mestská časť Rača,0.0,dm drogerie markt,Na pántoch,49,Unknown,Slovensko,Bratislava,81109.0,5,Mlynské Nivy,Unknown,Tortilla čipsy,Tortilla Chips,N.A!,Snacks,80.0,g,48.1462159,17.1300312,4,2023,2023-04,Sunday,1.95,0,0,0,Food
774,1.0,RTG snímka extraorálna ortopantomogram,15.0,40,2023-05-12 09:02:14,14,44431198,2022705586,Unknown,Slovensko,Unknown,Bratislava - mestská časť Staré Mesto,0.0,3S DENT,Klemensova,17,Unknown,Slovensko,Bratislava,83104.0,110,Šancová,Unknown,RTG snímka ortopantomogram,X-ray Orthopantomogram,Unknown,Medical Imaging,0.0,Unknown,48.1575286,17.1248604,5,2023,2023-05,Friday,15.0,0,0,0,Health & Personal Care
775,1.0,L16 RTG snímka intraorálna,9.0,40,2023-05-12 09:02:14,14,44431198,2022705586,Unknown,Slovensko,Unknown,Bratislava - mestská časť Staré Mesto,0.0,3S DENT,Klemensova,17,Unknown,Slovensko,Bratislava,83104.0,110,Šancová,Unknown,Intraorálna snímka,Intraoral X-ray,Unknown,Health,0.0,Unknown,48.1575286,17.1248604,5,2023,2023-05,Friday,9.0,0,0,0,Health & Personal Care
776,1.0,L26 RTG snímka intraorálna,9.0,40,2023-05-12 09:02:14,14,44431198,2022705586,Unknown,Slovensko,Unknown,Bratislava - mestská časť Staré Mesto,0.0,3S DENT,Klemensova,17,Unknown,Slovensko,Bratislava,83104.0,110,Šancová,Unknown,RTG snímka intraorálna,Intraoral X-ray,Unknown,Medical Supplies,0.0,Unknown,48.1575286,17.1248604,5,2023,2023-05,Friday,9.0,0,0,0,Health & Personal Care
777,1.0,Dentalna hygiena NS ind.,52.0,41,2023-05-15 12:08:16,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,18,Unknown,Slovensko,Bratislava,85102.0,12,Ambroseho,Unknown,Dentálna hygiena,Dental Hygiene,Unknown,Pet Care,0.0,Unknown,0.0,0.0,5,2023,2023-05,Monday,52.0,1,0,0,Services & Other
1013,1.0,BASIC Radlinského,49.0,47,2023-06-01 10:32:41,15,52967271,2121288488,Unknown,Slovensko,SK2121288488,Bratislava - mestská časť Staré Mesto,0.0,Patient Management Services,Radlinského,19,Unknown,Slovensko,Bratislava,81107.0,27,Radlinského,Unknown,Radlinského,Radlinského,Unknown,Pastry,0.0,Unknown,48.1526134,17.1177483,6,2023,2023-06,Thursday,49.0,0,0,0,Food
4297,1.0,"104944 Útok Creepera                   
",9.49,468,2023-06-02 10:16:45,10,31569323,2020466987,Unknown,Slovensko,SK2020466987,Prievidza,0.0,ALLTOYS,Ciglianska cesta,13,Unknown,Slovensko,Bratislava,82109.0,3,Mlynské Nivy,Unknown,Útok Creepera,Unknown,Unknown,home/maintenance,0.0,Unknown,48.1466793,17.1236678,6,2023,2023-06,Friday,9.49,0,0,0,Home & Household
764,1.0,Supressia,2.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Unknown,Unknown,Unknown,drinks/non-alcoholic,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,2.0,0,0,0,Beverages
765,1.0,Epidem. rezim NS,5.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Epidemický režim,Epidemic Regime,Unknown,Juice,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,5.0,0,0,0,Beverages
767,1.0,Conditibus compl.ind.,15.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Kompletné podmienky,Complete Conditions,Unknown,Health,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,15.0,0,0,0,Health & Personal Care
768,1.0,Analyza fotodok.indiv.,8.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Analýza fotodokumentácie,Photo Documentation Analysis,Unknown,home/office,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,8.0,0,0,0,Home & Household
769,1.0,Anal.fotodok.indiv.OPG,10.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Panoramatic X-ray,Panoramic X-ray,Unknown,health,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,10.0,0,0,0,Health & Personal Care
770,1.0,Barier.op.pri prep.NS ind.,7.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Bariera pre Prípravu,Barrier for Preparation,Unknown,Home Maintenance,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,7.0,0,0,0,Home & Household
771,1.0,Liner ind. NS,8.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Liner,Unknown,Unknown,drinks/non-alcoholic,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,8.0,0,0,0,Beverages
772,1.0,Rekon. zuba nads. FK mol,76.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Unknown,Unknown,Unknown,Dental Service,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,76.0,1,0,0,Health & Personal Care
766,1.0,Ind.jednoraz.sp.mat.NS,5.0,38,2023-06-07 09:07:41,12,46206965,2023286452,12,Slovensko,Unknown,Bratislava - mestská časť Petržalka,0.0,1 DENTÁLNE CENTRUM,Ambroseho,15,Unknown,Slovensko,Bratislava,85101.0,12,Záporožská,Unknown,Jednorazové zdravotnícke potreby,Medical Supplies,Unknown,Basic,0.0,Unknown,48.1263382,17.0972797,6,2023,2023-06,Wednesday,5.0,0,0,0,Non-Food & Services
11074,1.0,COOP DP VREC ODP 30l 20ks,1.69,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Vrecká s odťahovacou šnúrkou,Trash Bags with Drawstring,COOP,Home Maintenance,30.0,L,0.0,0.0,6,2023,2023-06,Monday,1.69,0,0,0,Home & Household
11076,10.0,PEC*ROZOK 50g,0.1399999999999999,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Rožok,Roll,Unknown,Pastry,50.0,g,0.0,0.0,6,2023,2023-06,Monday,1.399999999999999,0,0,0,Food
11077,1.0,MASLO TRADICNE KOLIB 250g,1.79,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Tradičné Maslo,Traditional Butter,Unknown,Dairy,250.0,g,0.0,0.0,6,2023,2023-06,Monday,1.79,0,0,0,Food
11080,1.0,OZ UHORKA ks,0.65,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Uhorka,Cucumber,Unknown,Vegetable,1.0,ks,0.0,0.0,6,2023,2023-06,Monday,0.65,0,0,0,Food
11079,1.0,OZ REDKOVKA ZVAZOK,0.95,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Redkvičky,Radishes,Unknown,Vegetables,0.0,Unknown,0.0,0.0,6,2023,2023-06,Monday,0.95,0,0,0,Food
11078,1.0,OZ BROSKYNA 500g,1.89,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Broskyňa,Peach,Unknown,Canned Fruits,500.0,g,0.0,0.0,6,2023,2023-06,Monday,1.89,0,0,0,Food
11081,0.99,OZ BANANY,0.98989898989899,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Banány,Bananas,Unknown,Fruit,0.0,Unknown,0.0,0.0,6,2023,2023-06,Monday,0.98,0,0,0,Food
11073,1.0,COOP CUK CERVIKY 100g,0.95,1349,2023-06-26 10:06:00,22,168882,2020401262,Unknown,Slovensko,SK2020401262,Nové Zámky,0.0,COOP Jednota,Hlavné nám.,56,Unknown,Slovensko,Bratislava,82109.0,7-8,"Prev.č.518, Dulovo nám.",Unknown,Cuk Cerviky,Cooked Sausages,COOP,Meat Products,100.0,kg,0.0,0.0,6,2023,2023-06,Monday,0.95,0,0,0,Food
